text,label,notes
"I
am content.”

“I assure you,” said I, quite embarrassed by the mere idea of having
such an attendant, “that I keep no maid—”

“Ah, mademoiselle, but why not? Why not, when you can have one so
devoted to you! Who would be enchanted to serve you; who would be so
true, so zealous, and so faithful every day!",,
"Vholes, “that I never give hopes, sir. I told
you from the first, Mr. C., that I never give hopes.",,
"Leave all else
to time, truth, and steadfastness. If you do otherwise, you will do
wrong, and you will have made me do wrong in ever bringing you
together.”

A long silence succeeded. “Cousin Richard,” said Ada then, raising her blue eyes tenderly to
his face, “after what our cousin John has said, I think no choice is
left us.",,
"It’s quite enough that we let ’em
have live bodies. If you had kept the boy on gruel, ma’am, this would
never have happened.”

“Dear, dear!” ejaculated Mrs. Sowerberry, piously raising her eyes to
the kitchen ceiling: “this comes of being liberal!”

The liberality of Mrs.",,
"That is the woman,” replied Mr. Bumble, mindful of his wife’s
caution. “You think women never can keep secrets, I suppose?” said the matron,
interposing, and returning, as she spoke, the searching look of Monks.",,
"The Shadow


One of the first considerations which arose in the business mind of Mr. Lorry when business hours came round, was this:--that he had no right to
imperil Tellson’s by sheltering the wife of an emigrant prisoner under
the Bank roof. His own possessions, safety, life, he would have hazarded
for Lucie and her child, without a moment’s demur; but the great trust
he held was not his own, and as to that business charge he was a strict
man of business.",,
"Darling
of this success, and pressing her hand reassuringly when she said she
hoped his head would not be turned by it. “But if I had been a weak man,” he said. “Good heavens, if I had been a
weak man!”

“And, George,” she said timidly, “you are as full of remorse as ever,
aren’t you?”

“Full of remorse as ever, dearest!",,
"Gummidge, and motioned me with his head to obey him directly. I had
little doubt then, and I have less doubt now, that he would have knocked
me down without the least compunction, if I had hesitated. ‘Clara, my dear,’ he said, when I had done his bidding, and he walked me
into the parlour, with his hand still on my arm; ‘you will not be made
uncomfortable any more, I hope.",,
"High friends, free admission to great houses, and access
to elegant ladies! Why, Mr. Guppy, there are people in London who
would give their ears to be you.”

Mr.",,
"If you had perused
this document, you would have seen that it reduces your interest
considerably, though still leaving it a very handsome one, still
leaving it a very handsome one,” said Mr. Kenge, waving his hand
persuasively and blandly. “You would further have seen that the
interests of Mr.",,
"Of the riders in the tumbrils, some observe these things, and all
things on their last roadside, with an impassive stare; others, with
a lingering interest in the ways of life and men. Some, seated with
drooping heads, are sunk in silent despair; again, there are some so
heedful of their looks that they cast upon the multitude such glances as
they have seen in theatres, and in pictures. Several close their eyes,
and think, or try to get their straying thoughts together.",,
"Bennet, as soon as they were out of
the house, “as ever I saw. He simpers, and smirks, and makes love to us
all. I am prodigiously proud of him.",,
"“I’m sure I’m not Ada,” she said, “for her hair goes in such long
ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
be Mabel, for I know all sorts of things, and she, oh! she knows such a
very little! Besides, _she’s_ she, and _I’m_ I, and—oh dear, how
puzzling it all is!",,
"Having dispatched which missive, Mr. Copperfield fell into a condition
of strong nervous agitation; and so remained until the day arrived. It was a great augmentation of my uneasiness to be bereaved, at this
eventful crisis, of the inestimable services of Miss Mills.",,
"Take your choice, but you must be satisfied
with only one. There is but such a quantity of merit between them; just
enough to make one good sort of man; and of late it has been shifting
about pretty much. For my part, I am inclined to believe it all Mr.",,
"But I never
thought there was anything low and small in my keeping away from Joe,
because I knew she would be contemptuous of him. It was but a day gone,
and Joe had brought the tears into my eyes; they had soon dried, God
forgive me! soon dried.",,
"When these points were settled, and so far carried out as that I had
begun to work in earnest, it occurred to me that if I could retain my
bedroom in Barnard’s Inn, my life would be agreeably varied, while my
manners would be none the worse for Herbert’s society. Mr. Pocket did
not object to this arrangement, but urged that before any step could
possibly be taken in it, it must be submitted to my guardian.",,
"""I hope they
do. 'Heartily sorry,' he said, 'for your good wife. If I
can be of service to you in any way,' he said, giving me
his card, 'that's where I live.",,
"Guppy, I am very well!”

“Happy to hear it, sir. You can’t be too well, sir, for the credit of
the profession.”

“Thank you, Mr. Guppy!”

Mr.",,
"Murdstone,’ replied
Peggotty, trembling from head to foot. ‘I am glad to hope that there is
nobody to blame for this one,--nobody to answer for it.’

‘Ha!’ said he; ‘that’s a comfortable reflection. You have done your
duty?’

‘I have not worn anybody’s life away,’ said Peggotty, ‘I am thankful to
think!",,
"‘Try not
to do it again, my dear Clara, and keep a watch upon yourself.’

My mother’s lips moved, as if she answered ‘Yes, my dear Edward,’ but
she said nothing aloud. ‘I was sorry, David, I remarked,’ said Mr. Murdstone, turning his head
and his eyes stiffly towards me, ‘to observe that you are of a sullen
disposition.",,
"In the end she grew up of her own free will a day quicker
than other girls. All the boys were grown up and done for by this time; so it is scarcely
worth while saying anything more about them. You may see the twins and
Nibs and Curly any day going to an office, each carrying a little bag
and an umbrella.",,
"“By and by,” replied the lady; “when I leave Rose.”

“You will tell her I am here?” said Harry. “Of course,” replied Mrs. Maylie.",,
"Quick!” He
flung him in, bolted it, and turned the key. “Is the downstairs door
fast?”

“Double-locked and chained,” replied Crackit, who, with the other two
men, still remained quite helpless and bewildered. “The panels—are they strong?”

“Lined with sheet-iron.”

“And the windows too?”

“Yes, and the windows.”

“Damn you!” cried the desperate ruffian, throwing up the sash and
menacing the crowd.",,
"He had never
dreamed that any walk--that anything--could give him so
much happiness. In the afternoon he turned his steps
towards his nephew's house. He passed the door a dozen times, before he had the
courage to go up and knock.",,
"In the days when all these things are to be answered for,
I summon your brother, the worst of the bad race, to answer for them
separately. I mark this cross of blood upon him, as a sign that I do
it.’

“Twice, he put his hand to the wound in his breast, and with his
forefinger drew a cross in the air. He stood for an instant with the
finger yet raised, and as it dropped, he dropped with it, and I laid him
down dead.",,
"Then what’s a
fellow to do? I have been keeping out of the way and living cheap
down about the market-gardens, but what’s the use of living cheap
when you have got no money? You might as well live dear.”

“Better,” Mr.",,
"She rose with an air of dignity to leave the room,
when Mr. Peggotty signified that it was needless. ‘Doen’t fear me being any hindrance to you, I have no more to say,
ma’am,’ he remarked, as he moved towards the door.",,
"“He says his name’s Tom White, your worship,” said the kind-hearted
thief-taker. “Oh, he won’t speak out, won’t he?” said Fang. “Very well, very well.",,
"Wopsle’s
hands, became Timon of Athens; the beadle, Coriolanus. He enjoyed
himself thoroughly, and we all enjoyed ourselves, and were delightfully
comfortable. In this cosey state of mind we came to the verdict Wilful
Murder.",,
"I may read this?”

“If so be as you’re quick, sir.”

He opened it in the light of the coach-lamp on that side, and
read--first to himself and then aloud: “‘Wait at Dover for Mam’selle.’
It’s not long, you see, guard. Jerry, say that my answer was, RECALLED
TO LIFE.”

Jerry started in his saddle. “That’s a Blazing strange answer, too,”
 said he, at his hoarsest.",,
"Pocket being justly celebrated for giving most excellent practical
advice, and for having a clear and sound perception of things and a
highly judicious mind, I had some notion in my heart-ache of begging
him to accept my confidence. But happening to look up at Mrs. Pocket as
she sat reading her book of dignities after prescribing Bed as a
sovereign remedy for baby, I thought—Well—No, I wouldn’t.",,
"“I would not say happily, my friend,” returned the uncle, with refined
politeness; “I would not be sure of that. A good opportunity for
consideration, surrounded by the advantages of solitude, might influence
your destiny to far greater advantage than you influence it for
yourself. But it is useless to discuss the question.",,
"Mr. Wickfield, sorely troubled and distressed, was leaning
forward, irresolutely touching the Doctor’s arm. For an instant, I supposed that the Doctor was ill.",,
"You know you have. You have
attrapped me—catched me—to give you information; you have asked me
to show you the dress of mine my Lady must have wore that night, you
have prayed me to come in it here to meet that boy. Say!",,
"Is it chalked upon the walls and cried
in the streets?”

So! Anger, and fear, and shame. All three contending.",,
"One day when she was two years old
she was playing in a garden, and she plucked another flower and ran
with it to her mother. I suppose she must have looked rather
delightful, for Mrs. Darling put her hand to her heart and cried, “Oh,
why can’t you remain like this for ever!” This was all that passed
between them on the subject, but henceforth Wendy knew that she must
grow up.",,
"He had said to the doctor, “Now, my dear
doctor, it is quite a delusion on your part to suppose that you
attend me for nothing. I am overwhelming you with money—in my
expansive intentions—if you only knew it!” And really (he said) he
meant it to that degree that he thought it much the same as doing it. If he had had those bits of metal or thin paper to which mankind
attached so much importance to put in the doctor’s hand, he would
have put them in the doctor’s hand.",,
"It began with the strange gentleman’s sitting down at the table,
drawing the candle to him, and looking over some entries in his
pocket-book. He then put up the pocket-book and set the candle a little
aside, after peering round it into the darkness at Joe and me, to
ascertain which was which. “My name,” he said, “is Jaggers, and I am a lawyer in London.",,
"Lorry, trying to persuade
himself that his sweet temper was soured, and that he grumbled, “but I
am determined to be peevish after my long day’s botheration. Where is
Manette?”

“Here he is,” said the Doctor, entering the dark room at the moment. “I am quite glad you are at home; for these hurries and forebodings by
which I have been surrounded all day long, have made me nervous without
reason.",,
"‘Then here’s one day off.’

She kept a calendar of the holidays in this way, and every morning
checked a day off in exactly the same manner. She did it gloomily until
she came to ten, but when she got into two figures she became more
hopeful, and, as the time advanced, even jocular. It was on this very first day that I had the misfortune to throw her,
though she was not subject to such weakness in general, into a state of
violent consternation.",,
"Then why go into subjects, old chap, which as
betwixt two sech must be for ever onnecessary? There’s subjects enough
as betwixt two sech, without onnecessary ones. Lord!",,
"My name is
painted on the door outside, with that object.”

“And Mr. Carstone’s address, Mr. Vholes?”

“Sir,” returned Mr.",,
"Don’t cry; this is to be a day of joy. I have
looked forward to it,” he said exultingly, “for months on months! A
few words more, Dame Trot, and I have said my say.",,
"He never said a wured to me as warn’t as dootiful
as dootiful could be, and it ain’t likely as he’d begin to speak any
other ways now; but it’s fur from being fleet water in his mind, where
them thowts lays. It’s deep, sir, and I can’t see down.’

‘You are right,’ said I, ‘and that has sometimes made me anxious.’

‘And me too, Mas’r Davy,’ he rejoined. ‘Even more so, I do assure you,
than his ventersome ways, though both belongs to the alteration in him.",,
"She stayed with us nearly three weeks. She took
very kindly to me and was extremely confidential, so much so that
sometimes she almost made me uncomfortable. I had no right, I knew
very well, to be uncomfortable because she confided in me, and I felt
it was unreasonable; still, with all I could do, I could not quite
help it.",,
"Therefore, of course,
I made myself sob less and persuaded myself to be quiet by saying
very often, “Esther, now you really must! This WILL NOT do!” I
cheered myself up pretty well at last, though I am afraid I was
longer about it than I ought to have been; and when I had cooled my
eyes with lavender water, it was time to watch for London. I was quite persuaded that we were there when we were ten miles off,
and when we really were there, that we should never get there.",,
"Nor, how I passed and repassed
the gate many times before I could make up my mind to ring. Nor, how I
debated whether I should go away without ringing; nor, how I should
undoubtedly have gone, if my time had been my own, to come back. Miss Sarah Pocket came to the gate.",,
"Allan, take
my dear.”

He moved away from under the green roof of leaves, and stopping in
the sunlight outside and turning cheerfully towards us, said, “I
shall be found about here somewhere. It’s a west wind, little woman,
due west! Let no one thank me any more, for I am going to revert to
my bachelor habits, and if anybody disregards this warning, I’ll run
away and never come back!”

What happiness was ours that day, what joy, what rest, what hope,
what gratitude, what bliss!",,
"That’s what she did,” said Joe, slowly
clearing the fire between the lower bars with the poker, and looking at
it; “she Ram-paged out, Pip.”

“Has she been gone long, Joe?” I always treated him as a larger species
of child, and as no more than my equal. “Well,” said Joe, glancing up at the Dutch clock, “she’s been on the
Ram-page, this last spell, about five minutes, Pip. She’s a-coming!",,
"Rouncewell, on the last occasion when
we were fatigued by this business,” Lady Dedlock languidly proceeds,
“we cannot make conditions with you. Without conditions, and under
present circumstances, the girl is quite misplaced here and had
better go. I have told her so.",,
"She will follow wherever Lydia leads. Vain,
ignorant, idle, and absolutely uncontrolled! Oh, my dear father, can you
suppose it possible that they will not be censured and despised wherever
they are known, and that their sisters will not be often involved in the
disgrace?”

Mr.",,
"ha! ha!”

When Mr. Bumble had laughed a little while, his eyes again encountered
the cocked hat; and he became grave.",,
"She hated having visitors in the house
while her health was so indifferent, and lovers were of all people the
most disagreeable. Such were the gentle murmurs of Mrs. Bennet, and they
gave way only to the greater distress of Mr.",,
"I would walk back at my leisure. The brother and sister
would return as they had come, and be expecting us, when the day closed
in, at the fireside. I parted from them at the wicket-gate, where visionary Strap had rested
with Roderick Random’s knapsack in the days of yore; and, instead of
going straight back, walked a little distance on the road to Lowestoft.",,
"Listen to me, you drab. Listen to me, who with six
words, can strangle Sikes as surely as if I had his bull’s throat
between my fingers now. If he comes back, and leaves the boy behind
him; if he gets off free, and dead or alive, fails to restore him to
me; murder him yourself if you would have him escape Jack Ketch.",,
"But, gracious me! I quite forgot! I ought not to have said a word about it.",,
"Either Orlick, or the strange man who had shown me the file. Now, as to Orlick; he had gone to town exactly as he told us when we
picked him up at the turnpike, he had been seen about town all the
evening, he had been in divers companies in several public-houses, and
he had come back with myself and Mr. Wopsle.",,
"But the attention of every lady was soon caught by a young man, whom
they had never seen before, of most gentlemanlike appearance, walking
with an officer on the other side of the way. The officer was the very
Mr. Denny concerning whose return from London Lydia came to inquire, and
he bowed as they passed.",,
"He lived with us during the whole term of his
stay,--which, I think, was something less than a month,--and his sister
and my aunt came to London to see him. Agnes and I parted from him
aboard-ship, when he sailed; and we shall never part from him more, on
earth. But before he left, he went with me to Yarmouth, to see a little tablet
I had put up in the churchyard to the memory of Ham.",,
"If I thought it, I should never be happy again. I
wouldn’t cut a boy off: no, not even Brittles here; not for all the
plate in the county, sir.”

“That’s not the point,” said the doctor, mysteriously. “Mr.",,
"Oh dear no! I am only the breadwinner, why should I
be coddled—why, why, why!”

“George,” Mrs. Darling entreated him, “not so loud; the servants will
hear you.” Somehow they had got into the way of calling Liza the
servants.",,
"Omer. He was as radiant, as if
his chair, his asthma, and the failure of his limbs, were the various
branches of a great invention for enhancing the luxury of a pipe. ‘I see more of the world, I can assure you,’ said Mr.",,
"I determined to make no resolutions until the
expiration of those three months, but to try. I lived in that valley,
and its neighbourhood, all the time. The three months gone, I resolved to remain away from home for some
time longer; to settle myself for the present in Switzerland, which was
growing dear to me in the remembrance of that evening; to resume my pen;
to work.",,
"Though Lydia had never
been a favourite with them, Mr. and Mrs. Gardiner could not but be
deeply affected.",,
"He did this so that nobody but I saw the file; and when he had done it
he wiped the file and put it in a breast-pocket. I knew it to be Joe’s
file, and I knew that he knew my convict, the moment I saw the
instrument. I sat gazing at him, spell-bound.",,
"It always gave me pain to observe that
Steerforth treated him with systematic disparagement, and seldom lost
an occasion of wounding his feelings, or inducing others to do so. This troubled me the more for a long time, because I had soon told
Steerforth, from whom I could no more keep such a secret, than I could
keep a cake or any other tangible possession, about the two old women
Mr. Mell had taken me to see; and I was always afraid that Steerforth
would let it out, and twit him with it.",,
"“Now, dear Victor, I dare say you wish to be indulged in a little
gossip concerning the good people of Geneva. The pretty Miss Mansfield
has already received the congratulatory visits on her approaching
marriage with a young Englishman, John Melbourne, Esq. Her ugly
sister, Manon, married M.",,
"‘Run away?’ I repeated. ‘Yes! From him,’ she said, with a laugh.",,
"“There, you suspicious brute,” she said, not sorry that Nana was in
disgrace. “They are perfectly safe, aren’t they? Every one of the
little angels sound asleep in bed.",,
"So having warned him out of London, I made
an afternoon of it to warn him to keep out of it now he WAS away, and
go farther from it, and maintain a bright look-out that I didn’t
catch him coming back again.”

“Poor creature!” said I. “Poor enough,” assented Mr. Bucket, “and trouble enough, and well
enough away from London, or anywhere else.",,
"‘What name?’ inquired the lady. ‘Copperfield, ma’am,’ I said. ‘That won’t do,’ returned the lady.",,
"He was about to take another bite, and had just got his head on
one side for a good purchase on it, when his eye fell on me, and he saw
that my bread and butter was gone. The wonder and consternation with which Joe stopped on the threshold of
his bite and stared at me, were too evident to escape my sister’s
observation. “What’s the matter _now_?” said she, smartly, as she put down her cup.",,
"Bagnet likewise bestows a good-humoured nod
and smile. “Now, George,” said Mrs. Bagnet briskly, “here we are, Lignum and
myself”—she often speaks of her husband by this appellation, on
account, as it is supposed, of Lignum Vitae having been his old
regimental nickname when they first became acquainted, in compliment
to the extreme hardness and toughness of his physiognomy—“just
looked in, we have, to make it all correct as usual about that
security.",,
"If you accept my service, you
will not repent it. Mademoiselle, you will not repent it, and I will
serve you well. You don’t know how well!”

There was a lowering energy in her face as she stood looking at me
while I explained the impossibility of my engaging her (without
thinking it necessary to say how very little I desired to do so),
which seemed to bring visibly before me some woman from the streets
of Paris in the reign of terror.",,
"Their limbs appear to have struck roots into their
breasts and bodies, as aged trees strike roots into the earth. Their
legs are so hard as to encourage the idea that they must have devoted
the greater part of their long and arduous lives to pedestrian
exercises and the walking of matches. But Mr.",,
"‘Never say die, sir! If She don’t smile upon you,
there’s a many as will. You are a young gentleman to be smiled on, Mr.",,
"Mr. Lorry was a pleasant sight too,
beaming at all this in his little wig, and thanking his bachelor
stars for having lighted him in his declining years to a Home. But, no
Hundreds of people came to see the sights, and Mr.",,
"My denying myself the
pleasure of the present agreeable conversation may not be wholly
irrespective of your own interests, Mr. C.”

Richard expressed himself quite sure of that and lighted Mr. Vholes
out.",,
"The time was come. I embraced him, took my weeping nurse upon my arm,
and hurried away. On deck, I took leave of poor Mrs.",,
"I asked Joe whether he had heard if any of the other
relations had any legacies? “Miss Sarah,” said Joe, “she have twenty-five pound perannium fur to
buy pills, on account of being bilious. Miss Georgiana, she have twenty
pound down.",,
"Where does he live?”

“Where he can, your worship,” replied the officer; again pretending to
receive Oliver’s answer. “Has he any parents?” inquired Mr. Fang.",,
"There was an indistinct talk of its being wet. I considered it frosty. Steerforth dusted me under a lamp-post, and put my hat into shape, which
somebody produced from somewhere in a most extraordinary manner, for
I hadn’t had it on before.",,
"“Really and truly.” And Charley, with
another short laugh of the purest glee, made her eyes very round
again and looked as serious as became my maid. I was never tired of
seeing Charley in the full enjoyment of that great dignity, standing
before me with her youthful face and figure, and her steady manner,
and her childish exultation breaking through it now and then in the
pleasantest way. “And where did you see her, Charley?” said I.",,
"I am afraid I was in a tremulous state for a minute
or so, though I did my best to disguise it. ‘There is nothing I can say, sir,’ I returned, ‘except that all the
blame is mine. Dora--’

‘Miss Spenlow, if you please,’ said her father, majestically.",,
"Micawber,
indefinitely kissing his hand and bowing with his genteelest air, ‘I do
Homage to Miss Wickfield! Hem!’ ‘I am glad of that, at least,’ said I. ‘If you had not assured us, my dear Copperfield, on the occasion of that
agreeable afternoon we had the happiness of passing with you, that D.",,
"I must go home.”

“Home!” repeated the young lady, with great stress upon the word. “Home, lady,” rejoined the girl. “To such a home as I have raised for
myself with the work of my whole life.",,
"Micawber now, and begged her to make use of me to any
extent. I began to dispose of the more portable articles of property
that very evening; and went out on a similar expedition almost every
morning, before I went to Murdstone and Grinby’s. Mr.",,
"He has shown neither patience nor impatience, nor attention
nor abstraction. He has shown nothing but his shell. As easily might
the tone of a delicate musical instrument be inferred from its case,
as the tone of Mr.",,
"Her face is too thin; her complexion has no
brilliancy; and her features are not at all handsome. Her nose wants
character; there is nothing marked in its lines. Her teeth are
tolerable, but not out of the common way; and as for her eyes, which
have sometimes been called so fine, I never could perceive anything
extraordinary in them.",,
"Bagnet develops an exact system, sitting with every dish before
her, allotting to every portion of pork its own portion of
pot-liquor, greens, potatoes, and even mustard, and serving it out
complete. Having likewise served out the beer from a can and thus
supplied the mess with all things necessary, Mrs. Bagnet proceeds to
satisfy her own hunger, which is in a healthy state.",,
"‘Nothing,’ returned Mrs. Gummidge. ‘You’ve come from The Willing Mind,
Dan’l?’

‘Why yes, I’ve took a short spell at The Willing Mind tonight,’ said Mr.",,
"He was sorry
then. Very sorry.’

‘You went, I know, aunt.’

‘I went. I was with him a good deal afterwards.’

‘He died the night before we went to Canterbury?’ said I.",,
"“Mr. Bucket, my Lady.”

Mr. Bucket makes a leg and comes forward, passing his familiar demon
over the region of his mouth.",,
"Why,
don’t I know him!” cried Mrs. Bagnet. “Don’t I know you, George!",,
